Date,Quarter,Month,Region,Country,Product_Category,Product,Salesperson,Customer_Segment,Deal_Stage,Units,Unit_Price,Revenue,Cost,Profit,Discount_Pct,Customer_Satisfaction
2025-02-09,Q1 2025,Feb,North America,Canada,Software,Data Platform,Mike Johnson,SMB,Qualified,32,2283.95,84279.73,49963.6,34316.13,6.4,3.9
2025-02-09,Q1 2025,Feb,Asia Pacific,India,Subscriptions,Basic Plan,Raj Patel,Education,Closed Won,13,68.27,827.34,499.28,328.06,21.0,3.9
2025-02-09,Q1 2025,Feb,North America,USA,Hardware,Laptop Pro,Sarah Chen,SMB,Closed Won,11,2006.88,27969.89,19863.51,8106.38,9.5,4.0
2025-02-09,Q1 2025,Feb,Europe,UK,Hardware,Desktop Plus,James Clarke,SMB,Closed Won,82,1222.5,85918.79,63758.17,22160.62,0.8,3.4
2025-02-09,Q1 2025,Feb,North America,Canada,Subscriptions,Basic Plan,Elena Rodriguez,Enterprise,Closed Won,469,33.17,11107.51,7145.72,3961.79,25.0,3.8
2025-02-10,Q1 2025,Feb,Europe,Germany,Subscriptions,Professional Plan,James Clarke,Enterprise,Lead,265,210.95,37142.02,22583.24,14558.78,23.1,3.0
2025-02-10,Q1 2025,Feb,North America,USA,Software,Security Pro,Mike Johnson,SMB,Closed Lost,35,1365.91,58014.57,36048.82,21965.75,1.5,3.8
2025-02-10,Q1 2025,Feb,North America,Canada,Subscriptions,Basic Plan,Sarah Chen,Government,Qualified,117,62.58,9738.07,6013.99,3724.08,5.0,4.1
2025-02-10,Q1 2025,Feb,North America,Canada,Services,Training,Mike Johnson,Government,Lead,161,94.92,16718.88,12458.29,4260.59,11.2,4.4
2025-02-10,Q1 2025,Feb,North America,Canada,Services,Implementation,Sarah Chen,Enterprise,Lead,36,583.24,23692.61,18767.05,4925.56,19.4,3.9
2025-02-11,Q1 2025,Feb,Europe,Germany,Software,Data Platform,Sophie Dupont,SMB,Lead,23,1633.49,41156.13,23034.3,18121.83,3.4,4.0
2025-02-11,Q1 2025,Feb,North America,Canada,Software,Data Platform,Elena Rodriguez,Government,Closed Won,5,2618.21,10692.98,6278.36,4414.62,14.2,3.4
2025-02-11,Q1 2025,Feb,Asia Pacific,Japan,Services,Consulting,Raj Patel,Government,Closed Won,63,191.62,11680.93,9415.88,2265.05,18.0,2.6
2025-02-11,Q1 2025,Feb,Latin America,Brazil,Software,Security Pro,Ana Gutierrez,Education,Closed Lost,40,1650.3,79068.35,50839.1,28229.25,15.5,3.6
2025-02-11,Q1 2025,Feb,North America,USA,Hardware,Server Rack,Sarah Chen,Enterprise,Negotiation,2,4669.91,10983.63,7761.92,3221.71,16.0,4.7
2025-02-12,Q1 2025,Feb,Latin America,Colombia,Services,Consulting,Carlos Silva,SMB,Lead,137,470.38,97745.23,85532.63,12212.6,2.3,4.4
2025-02-12,Q1 2025,Feb,North America,USA,Subscriptions,Enterprise Plan,Sarah Chen,Education,Lead,76,597.45,51681.34,31187.65,20493.69,18.7,3.8
2025-02-12,Q1 2025,Feb,North America,Canada,Subscriptions,Basic Plan,Sarah Chen,Government,Qualified,266,37.81,12756.88,7137.62,5619.26,9.4,4.0
2025-02-12,Q1 2025,Feb,Europe,UK,Subscriptions,Professional Plan,Hans Mueller,SMB,Proposal,441,156.92,89057.63,55991.16,33066.47,0.7,3.9
2025-02-12,Q1 2025,Feb,Latin America,Mexico,Software,Data Platform,Pedro Morales,Enterprise,Lead,31,2526.24,62799.55,35825.3,26974.25,20.8,3.0
2025-02-12,Q1 2025,Feb,Asia Pacific,India,Software,Data Platform,Liam Zhang,SMB,Closed Lost,26,3014.24,77985.76,46951.63,31034.13,6.3,2.8
2025-02-12,Q1 2025,Feb,Latin America,Mexico,Services,Training,Ana Gutierrez,SMB,Lead,109,240.13,33540.1,25075.05,8465.05,9.6,3.6
2025-02-13,Q1 2025,Feb,Europe,UK,Subscriptions,Enterprise Plan,Hans Mueller,Education,Proposal,60,748.76,47510.44,30775.83,16734.61,18.4,4.1
2025-02-13,Q1 2025,Feb,Europe,UK,Subscriptions,Professional Plan,Sophie Dupont,Enterprise,Closed Lost,74,161.95,10287.78,5826.56,4461.22,24.3,4.1
2025-02-13,Q1 2025,Feb,Latin America,Brazil,Software,Security Pro,Carlos Silva,Education,Closed Won,5,638.64,3956.04,2189.65,1766.39,20.2,4.6
2025-02-14,Q1 2025,Feb,Asia Pacific,India,Services,Consulting,Raj Patel,Government,Closed Won,58,353.94,21970.85,18761.29,3209.56,9.3,4.2
2025-02-14,Q1 2025,Feb,Europe,UK,Subscriptions,Professional Plan,Hans Mueller,SMB,Lead,311,247.25,92181.43,59780.08,32401.35,7.5,3.5
2025-02-14,Q1 2025,Feb,North America,USA,Software,Cloud Suite,Mike Johnson,Enterprise,Lead,47,1132.21,49562.97,31030.58,18532.39,24.4,4.0
2025-02-14,Q1 2025,Feb,North America,USA,Software,Cloud Suite,Elena Rodriguez,Enterprise,Lead,23,1769.33,32271.46,18554.66,13716.8,16.7,3.2
2025-02-14,Q1 2025,Feb,North America,USA,Subscriptions,Enterprise Plan,Sarah Chen,Enterprise,Proposal,360,268.28,120610.1,74718.08,45892.02,10.8,3.9
2025-02-14,Q1 2025,Feb,Europe,France,Software,Data Platform,Hans Mueller,Education,Lead,35,3330.22,127946.79,81069.64,46877.15,15.3,5.0
2025-02-15,Q1 2025,Feb,North America,Canada,Subscriptions,Basic Plan,Elena Rodriguez,Enterprise,Proposal,213,39.59,6751.47,4000.32,2751.15,15.9,3.5
2025-02-15,Q1 2025,Feb,Asia Pacific,Australia,Hardware,Desktop Plus,Liam Zhang,Enterprise,Closed Won,85,1449.3,101261.11,75876.4,25384.71,22.6,3.4
2025-02-15,Q1 2025,Feb,North America,Canada,Services,Support,Sarah Chen,Government,Proposal,27,118.34,3690.43,2593.38,1097.05,17.5,4.2
2025-02-16,Q1 2025,Feb,North America,Canada,Software,Security Pro,Elena Rodriguez,SMB,Proposal,4,756.86,2856.18,1592.29,1263.89,0.9,2.9
2025-02-16,Q1 2025,Feb,North America,Canada,Subscriptions,Professional Plan,Sarah Chen,SMB,Proposal,56,187.85,13740.7,8162.0,5578.7,6.7,4.1
2025-02-17,Q1 2025,Feb,Asia Pacific,Japan,Hardware,Networking Kit,Yuki Tanaka,Enterprise,Lead,3,945.04,3683.67,2785.08,898.59,15.3,5.0
2025-02-17,Q1 2025,Feb,North America,Canada,Hardware,Server Rack,Elena Rodriguez,SMB,Qualified,23,3013.56,59650.36,46935.54,12714.82,9.6,3.5
2025-02-18,Q1 2025,Feb,Europe,Germany,Subscriptions,Basic Plan,Sophie Dupont,Enterprise,Closed Lost,499,75.49,35754.32,20751.82,15002.5,16.3,3.9
2025-02-19,Q1 2025,Feb,Europe,France,Software,Data Platform,James Clarke,Education,Proposal,45,3017.95,96921.1,61684.95,35236.15,17.4,3.6
2025-02-19,Q1 2025,Feb,Europe,Germany,Subscriptions,Professional Plan,Hans Mueller,Government,Proposal,49,159.79,9406.55,5343.79,4062.76,7.3,3.8
2025-02-19,Q1 2025,Feb,Europe,Germany,Software,Data Platform,James Clarke,Education,Qualified,6,2972.12,11678.86,7107.65,4571.21,24.2,3.6
2025-02-19,Q1 2025,Feb,North America,USA,Services,Implementation,Sarah Chen,Education,Closed Won,159,785.71,148314.39,120423.97,27890.42,15.2,3.5
2025-02-19,Q1 2025,Feb,North America,USA,Services,Support,Mike Johnson,SMB,Closed Won,89,252.18,25521.9,19255.84,6266.06,7.7,3.2
2025-02-20,Q1 2025,Feb,Latin America,Mexico,Hardware,Laptop Pro,Carlos Silva,SMB,Closed Lost,41,2238.35,130935.97,93885.56,37050.41,8.1,3.4
2025-02-20,Q1 2025,Feb,Europe,France,Services,Consulting,Sophie Dupont,Enterprise,Closed Lost,15,259.5,3844.68,3380.4,464.28,12.9,3.4
2025-02-20,Q1 2025,Feb,North America,USA,Services,Implementation,Elena Rodriguez,Enterprise,Negotiation,84,349.71,22092.83,18677.2,3415.63,21.0,2.8
2025-02-21,Q1 2025,Feb,Latin America,Brazil,Hardware,Networking Kit,Pedro Morales,Enterprise,Closed Lost,49,692.86,30455.82,23766.74,6689.08,11.4,2.6
2025-02-21,Q1 2025,Feb,Europe,France,Services,Implementation,James Clarke,SMB,Negotiation,124,393.07,41859.28,32273.53,9585.75,0.6,3.3
2025-02-21,Q1 2025,Feb,Europe,France,Hardware,Laptop Pro,Hans Mueller,Enterprise,Closed Lost,99,1785.17,197207.27,146651.54,50555.73,13.9,4.5
2025-02-22,Q1 2025,Feb,Asia Pacific,Australia,Subscriptions,Professional Plan,Yuki Tanaka,Government,Lead,434,199.12,122357.8,77487.12,44870.68,7.7,3.8
2025-02-22,Q1 2025,Feb,Asia Pacific,Japan,Hardware,Server Rack,Raj Patel,Enterprise,Negotiation,42,3010.56,131149.75,91967.92,39181.83,12.1,3.8
2025-02-23,Q1 2025,Feb,Asia Pacific,India,Subscriptions,Enterprise Plan,Yuki Tanaka,Enterprise,Closed Lost,346,347.06,151970.74,93397.94,58572.8,17.5,3.8
2025-02-23,Q1 2025,Feb,North America,Canada,Services,Training,Sarah Chen,SMB,Lead,123,91.55,14692.9,10767.39,3925.51,6.8,3.8
2025-02-24,Q1 2025,Feb,North America,USA,Hardware,Desktop Plus,Elena Rodriguez,Education,Lead,100,1587.86,121536.07,93446.82,28089.25,19.6,3.1
2025-02-24,Q1 2025,Feb,Europe,Germany,Hardware,Server Rack,James Clarke,Government,Qualified,27,4817.24,98554.26,76111.78,22442.48,12.3,3.0
2025-02-24,Q1 2025,Feb,Europe,UK,Subscriptions,Enterprise Plan,James Clarke,Government,Closed Won,280,584.71,120659.45,76005.37,44654.08,14.7,2.6
2025-02-24,Q1 2025,Feb,North America,Canada,Services,Consulting,Sarah Chen,Enterprise,Closed Won,107,364.04,48643.61,40939.97,7703.64,10.8,4.5
2025-02-24,Q1 2025,Feb,Asia Pacific,India,Hardware,Server Rack,Raj Patel,Enterprise,Lead,30,4880.04,132501.87,103051.46,29450.41,23.3,3.7
2025-02-24,Q1 2025,Feb,North America,Canada,Hardware,Networking Kit,Mike Johnson,Enterprise,Qualified,100,1093.92,117655.03,86345.33,31309.7,12.7,4.3
2025-02-24,Q1 2025,Feb,Europe,UK,Services,Support,James Clarke,SMB,Negotiation,33,131.92,3396.46,2580.92,815.54,9.7,3.3
2025-02-26,Q1 2025,Feb,North America,Canada,Hardware,Desktop Plus,Sarah Chen,SMB,Lead,97,1063.5,139512.91,111603.2,27909.71,3.4,4.1
2025-02-26,Q1 2025,Feb,North America,Canada,Services,Implementation,Sarah Chen,Enterprise,Closed Lost,158,377.29,67265.98,54612.35,12653.63,19.4,4.2
2025-02-26,Q1 2025,Feb,Asia Pacific,Japan,Services,Training,Yuki Tanaka,Education,Lead,187,138.99,31696.96,23286.94,8410.02,20.5,3.9
2025-02-27,Q1 2025,Feb,North America,USA,Subscriptions,Basic Plan,Sarah Chen,SMB,Closed Won,277,25.12,9546.71,5993.97,3552.74,2.0,4.0
2025-02-27,Q1 2025,Feb,Europe,France,Subscriptions,Basic Plan,Sophie Dupont,Enterprise,Lead,108,42.57,4077.06,2289.32,1787.74,21.8,3.5
2025-02-27,Q1 2025,Feb,North America,USA,Subscriptions,Enterprise Plan,Mike Johnson,Education,Lead,237,350.91,80943.48,46703.38,34240.1,21.0,4.0
2025-02-27,Q1 2025,Feb,Europe,France,Services,Consulting,Sophie Dupont,Enterprise,Closed Won,21,268.29,5347.64,4626.87,720.77,16.3,3.4
2025-02-27,Q1 2025,Feb,Europe,Germany,Services,Support,James Clarke,SMB,Proposal,166,268.9,36754.08,28135.67,8618.41,4.7,2.8
2025-02-28,Q1 2025,Feb,Europe,France,Hardware,Networking Kit,Sophie Dupont,Education,Closed Won,61,1194.48,69241.39,54234.01,15007.38,16.2,3.9
2025-02-28,Q1 2025,Feb,North America,USA,Hardware,Server Rack,Elena Rodriguez,SMB,Closed Lost,100,3607.14,315584.35,244870.22,70714.13,8.1,3.5
2025-02-28,Q1 2025,Feb,North America,Canada,Software,Data Platform,Elena Rodriguez,SMB,Lead,29,3224.87,84224.47,51560.47,32664.0,5.4,3.1
2025-03-01,Q1 2025,Mar,Europe,Germany,Subscriptions,Professional Plan,Hans Mueller,SMB,Closed Lost,152,102.26,20043.68,12918.99,7124.69,0.5,4.0
2025-03-02,Q1 2025,Mar,North America,Canada,Software,Data Platform,Elena Rodriguez,Enterprise,Closed Lost,1,2585.86,2114.63,1262.55,852.08,14.1,3.7
2025-03-02,Q1 2025,Mar,Asia Pacific,Japan,Software,Security Pro,Liam Zhang,Enterprise,Negotiation,3,1039.75,2663.37,1621.03,1042.34,19.6,3.8
2025-03-02,Q1 2025,Mar,Europe,France,Services,Training,Hans Mueller,Education,Lead,142,219.73,33603.44,26954.58,6648.86,16.9,5.0
2025-03-02,Q1 2025,Mar,Latin America,Mexico,Services,Consulting,Carlos Silva,Government,Closed Won,24,247.34,8478.62,6770.83,1707.79,8.0,3.7
2025-03-02,Q1 2025,Mar,North America,USA,Subscriptions,Professional Plan,Mike Johnson,SMB,Closed Lost,273,200.16,60588.91,35111.64,25477.27,10.0,3.5
2025-03-02,Q1 2025,Mar,Latin America,Brazil,Software,Security Pro,Ana Gutierrez,SMB,Closed Won,1,733.18,961.34,543.11,418.23,7.5,3.3
2025-03-03,Q1 2025,Mar,Europe,UK,Subscriptions,Basic Plan,Hans Mueller,Government,Qualified,309,73.59,26670.48,16722.91,9947.57,9.5,3.4
2025-03-03,Q1 2025,Mar,Asia Pacific,India,Services,Support,Raj Patel,Enterprise,Qualified,189,181.22,32938.78,24579.82,8358.96,18.5,3.9
2025-03-03,Q1 2025,Mar,Asia Pacific,Japan,Services,Training,Liam Zhang,Education,Closed Won,75,75.39,4623.71,3581.38,1042.33,23.0,3.8
2025-03-04,Q1 2025,Mar,North America,USA,Hardware,Laptop Pro,Elena Rodriguez,SMB,Closed Won,44,1995.75,78665.7,61615.06,17050.64,5.9,2.1
2025-03-04,Q1 2025,Mar,Latin America,Brazil,Services,Consulting,Pedro Morales,Education,Closed Lost,170,430.71,57232.96,48318.83,8914.13,22.8,3.3
2025-03-04,Q1 2025,Mar,Asia Pacific,Japan,Subscriptions,Basic Plan,Yuki Tanaka,Enterprise,Closed Won,308,29.76,12092.26,7042.6,5049.66,14.0,4.6
2025-03-04,Q1 2025,Mar,Asia Pacific,Japan,Subscriptions,Enterprise Plan,Yuki Tanaka,SMB,Lead,418,316.57,185328.48,103433.85,81894.63,8.7,4.1
2025-03-05,Q1 2025,Mar,North America,USA,Subscriptions,Professional Plan,Mike Johnson,Enterprise,Qualified,231,141.66,33864.85,19005.33,14859.52,16.0,4.3
2025-03-05,Q1 2025,Mar,Europe,Germany,Services,Implementation,Sophie Dupont,Enterprise,Lead,19,564.22,9239.08,7649.15,1589.93,24.0,4.3
2025-03-05,Q1 2025,Mar,North America,USA,Software,Cloud Suite,Mike Johnson,SMB,Closed Won,21,1891.83,45568.19,29541.8,16026.39,6.9,3.9
2025-03-06,Q1 2025,Mar,Latin America,Colombia,Software,Security Pro,Carlos Silva,Education,Closed Won,4,1269.72,6560.29,4181.82,2378.47,16.8,4.6
2025-03-06,Q1 2025,Mar,Asia Pacific,Japan,Services,Training,Raj Patel,Government,Closed Won,182,249.89,43416.1,35152.24,8263.86,19.1,3.0
2025-03-06,Q1 2025,Mar,Europe,UK,Subscriptions,Professional Plan,Hans Mueller,Enterprise,Closed Won,134,241.85,32088.49,20053.48,12035.01,23.6,4.1
2025-03-07,Q1 2025,Mar,Europe,France,Hardware,Desktop Plus,James Clarke,SMB,Qualified,18,1409.15,20227.64,14194.89,6032.75,7.7,3.3
2025-03-07,Q1 2025,Mar,Latin America,Brazil,Services,Training,Carlos Silva,SMB,Qualified,117,100.93,16939.86,13059.9,3879.96,7.6,3.7
2025-03-08,Q1 2025,Mar,Latin America,Mexico,Services,Training,Pedro Morales,Enterprise,Qualified,51,165.39,7558.19,5849.02,1709.17,11.5,3.1
2025-03-08,Q1 2025,Mar,Europe,France,Services,Training,Sophie Dupont,Education,Proposal,134,86.36,10537.7,8355.22,2182.48,19.7,4.7
2025-03-08,Q1 2025,Mar,North America,Canada,Hardware,Desktop Plus,Elena Rodriguez,SMB,Closed Lost,90,1271.43,98478.25,75729.86,22748.39,9.6,3.5
2025-03-08,Q1 2025,Mar,North America,USA,Hardware,Server Rack,Mike Johnson,SMB,Lead,40,4551.88,208838.8,157241.01,51597.79,6.9,3.4
2025-03-09,Q1 2025,Mar,Europe,UK,Hardware,Server Rack,James Clarke,SMB,Closed Won,80,3437.98,224325.72,160421.28,63904.44,5.6,3.2
2025-03-09,Q1 2025,Mar,Asia Pacific,Japan,Software,Cloud Suite,Liam Zhang,Government,Qualified,30,818.59,22455.12,14576.17,7878.95,13.9,3.3
2025-03-10,Q1 2025,Mar,North America,USA,Hardware,Server Rack,Sarah Chen,Education,Qualified,17,3984.69,78523.9,58039.72,20484.18,17.2,4.2
2025-03-10,Q1 2025,Mar,Asia Pacific,Japan,Software,Cloud Suite,Yuki Tanaka,SMB,Qualified,41,851.36,49154.71,27902.48,21252.23,8.2,4.4
2025-03-11,Q1 2025,Mar,Latin America,Colombia,Subscriptions,Professional Plan,Ana Gutierrez,Enterprise,Negotiation,133,211.03,32464.53,18840.97,13623.56,18.4,3.4
2025-03-11,Q1 2025,Mar,Europe,Germany,Software,Data Platform,Sophie Dupont,SMB,Closed Won,23,1659.12,42926.98,25286.38,17640.6,0.8,3.8
2025-03-11,Q1 2025,Mar,Latin America,Brazil,Software,Cloud Suite,Ana Gutierrez,SMB,Closed Won,5,2346.89,15752.0,9586.84,6165.16,5.3,3.6
2025-03-12,Q1 2025,Mar,North America,Canada,Hardware,Networking Kit,Elena Rodriguez,SMB,Closed Won,100,667.93,58881.5,46394.06,12487.44,7.4,3.4
2025-03-12,Q1 2025,Mar,Latin America,Colombia,Hardware,Desktop Plus,Ana Gutierrez,Enterprise,Closed Won,23,1753.09,48639.0,36168.22,12470.78,14.9,4.0
2025-03-12,Q1 2025,Mar,Europe,UK,Services,Consulting,Hans Mueller,Education,Closed Won,92,167.83,15248.16,13154.08,2094.08,23.8,4.6
2025-03-12,Q1 2025,Mar,North America,USA,Hardware,Server Rack,Sarah Chen,SMB,Lead,36,4297.14,204447.61,157035.52,47412.09,5.6,4.7
2025-03-12,Q1 2025,Mar,Latin America,Brazil,Subscriptions,Enterprise Plan,Pedro Morales,SMB,Closed Lost,373,731.32,271773.07,174048.37,97724.7,1.6,2.9
2025-03-13,Q1 2025,Mar,North America,Canada,Services,Support,Elena Rodriguez,Government,Closed Won,148,207.54,26551.33,19707.77,6843.56,9.2,2.6
2025-03-13,Q1 2025,Mar,Europe,Germany,Hardware,Desktop Plus,Sophie Dupont,SMB,Closed Won,65,819.53,55756.17,39155.65,16600.52,7.7,3.4
2025-03-13,Q1 2025,Mar,Asia Pacific,India,Services,Training,Yuki Tanaka,SMB,Proposal,191,86.03,23341.01,18434.59,4906.42,7.4,4.2
2025-03-13,Q1 2025,Mar,Asia Pacific,India,Services,Support,Raj Patel,SMB,Closed Won,80,145.53,13202.25,9316.32,3885.93,3.9,3.7
2025-03-13,Q1 2025,Mar,North America,USA,Software,Data Platform,Elena Rodriguez,SMB,Closed Lost,6,3489.57,18397.63,10690.79,7706.84,7.7,3.4
2025-03-13,Q1 2025,Mar,Europe,Germany,Hardware,Laptop Pro,Hans Mueller,Education,Closed Lost,69,2931.87,211841.07,156495.02,55346.05,19.2,4.5
2025-03-13,Q1 2025,Mar,North America,Canada,Subscriptions,Professional Plan,Elena Rodriguez,Education,Lead,20,131.15,2017.65,1205.17,812.48,19.2,3.8
2025-03-13,Q1 2025,Mar,Europe,France,Services,Consulting,Sophie Dupont,Education,Negotiation,129,463.47,50849.38,41489.04,9360.34,25.0,3.6
2025-03-14,Q1 2025,Mar,North America,USA,Services,Support,Elena Rodriguez,Enterprise,Qualified,41,315.29,9586.69,7668.15,1918.54,22.1,3.6
2025-03-14,Q1 2025,Mar,North America,USA,Hardware,Laptop Pro,Elena Rodriguez,Enterprise,Lead,91,1263.28,97730.34,70283.62,27446.72,10.7,2.7
2025-03-14,Q1 2025,Mar,North America,Canada,Subscriptions,Basic Plan,Elena Rodriguez,Enterprise,Closed Won,332,63.04,15082.98,8769.07,6313.91,24.3,2.8
2025-03-14,Q1 2025,Mar,North America,USA,Software,Data Platform,Sarah Chen,Enterprise,Lead,20,1914.05,44750.49,25655.11,19095.38,16.5,3.8
2025-03-15,Q1 2025,Mar,Europe,UK,Services,Training,James Clarke,SMB,Lead,168,52.65,7007.95,5510.54,1497.41,8.3,3.1
2025-03-15,Q1 2025,Mar,North America,Canada,Subscriptions,Professional Plan,Mike Johnson,Government,Closed Lost,434,202.5,96472.42,61939.65,34532.77,10.9,3.0
2025-03-15,Q1 2025,Mar,North America,Canada,Subscriptions,Professional Plan,Sarah Chen,Education,Lead,67,115.42,8877.64,5615.81,3261.83,18.0,4.1
2025-03-15,Q1 2025,Mar,Asia Pacific,Australia,Subscriptions,Professional Plan,Yuki Tanaka,SMB,Lead,219,201.35,61757.81,39559.54,22198.27,8.7,4.1
2025-03-15,Q1 2025,Mar,North America,Canada,Services,Consulting,Mike Johnson,SMB,Closed Won,31,167.38,6271.12,5091.57,1179.55,1.9,3.9
2025-03-16,Q1 2025,Mar,North America,Canada,Services,Support,Sarah Chen,Enterprise,Closed Lost,86,296.59,28853.22,22755.77,6097.45,19.2,3.9
2025-03-16,Q1 2025,Mar,Europe,UK,Software,Cloud Suite,Sophie Dupont,Government,Lead,2,954.99,1752.23,1132.56,619.67,19.1,4.1
2025-03-16,Q1 2025,Mar,Europe,France,Subscriptions,Enterprise Plan,Hans Mueller,Government,Lead,36,734.54,32351.54,18206.9,14144.64,5.6,3.7
2025-03-17,Q1 2025,Mar,Asia Pacific,Australia,Services,Implementation,Yuki Tanaka,Enterprise,Lead,58,387.43,30092.68,22630.13,7462.55,12.7,4.6
2025-03-17,Q1 2025,Mar,North America,Canada,Services,Implementation,Sarah Chen,Enterprise,Closed Lost,54,441.23,28887.15,24111.15,4776.0,13.4,4.4
2025-03-17,Q1 2025,Mar,Asia Pacific,India,Subscriptions,Basic Plan,Liam Zhang,SMB,Closed Won,242,26.6,6385.11,3718.19,2666.92,6.6,4.1
2025-03-17,Q1 2025,Mar,Asia Pacific,Australia,Software,Security Pro,Raj Patel,SMB,Closed Lost,3,1087.63,3499.84,2178.84,1321.0,9.1,4.3
2025-03-17,Q1 2025,Mar,North America,Canada,Hardware,Networking Kit,Elena Rodriguez,Enterprise,Negotiation,4,1171.55,3845.61,2905.0,940.61,13.8,2.8
2025-03-17,Q1 2025,Mar,North America,USA,Hardware,Laptop Pro,Sarah Chen,SMB,Closed Won,60,2167.25,168213.28,121889.82,46323.46,7.6,4.2
2025-03-17,Q1 2025,Mar,Europe,UK,Services,Consulting,Sophie Dupont,SMB,Closed Won,59,245.0,15113.4,12789.28,2324.12,7.8,3.1
2025-03-18,Q1 2025,Mar,Europe,Germany,Subscriptions,Professional Plan,Hans Mueller,SMB,Proposal,235,218.42,60867.63,37724.98,23142.65,8.5,3.7
2025-03-18,Q1 2025,Mar,Asia Pacific,India,Subscriptions,Professional Plan,Raj Patel,SMB,Negotiation,70,110.39,8233.75,4688.9,3544.85,9.7,2.9
2025-03-18,Q1 2025,Mar,Latin America,Colombia,Services,Consulting,Pedro Morales,SMB,Negotiation,117,306.55,34862.09,28837.5,6024.59,4.0,2.7
2025-03-19,Q1 2025,Mar,Asia Pacific,Japan,Software,Security Pro,Liam Zhang,SMB,Lead,31,674.65,20567.23,12276.85,8290.38,7.4,3.5
2025-03-19,Q1 2025,Mar,Europe,UK,Services,Support,James Clarke,SMB,Lead,118,233.85,22959.34,17599.07,5360.27,3.7,3.7
2025-03-19,Q1 2025,Mar,North America,USA,Hardware,Desktop Plus,Elena Rodriguez,SMB,Negotiation,93,1034.45,82976.98,61039.3,21937.68,9.4,3.6
2025-03-20,Q1 2025,Mar,North America,Canada,Hardware,Desktop Plus,Elena Rodriguez,SMB,Closed Lost,79,1212.99,84840.69,64992.2,19848.49,7.0,3.1
2025-03-20,Q1 2025,Mar,North America,USA,Subscriptions,Enterprise Plan,Sarah Chen,Enterprise,Qualified,379,624.81,297708.72,186902.2,110806.52,10.2,4.1
2025-03-20,Q1 2025,Mar,Europe,UK,Subscriptions,Professional Plan,Hans Mueller,SMB,Closed Lost,175,244.61,51871.51,31814.29,20057.22,6.5,3.8
2025-03-20,Q1 2025,Mar,North America,USA,Services,Training,Elena Rodriguez,Government,Proposal,71,203.73,11319.37,8721.34,2598.03,17.8,3.2
2025-03-20,Q1 2025,Mar,North America,Canada,Services,Consulting,Sarah Chen,Education,Closed Won,194,388.66,79908.96,67474.03,12434.93,24.3,4.0
2025-03-20,Q1 2025,Mar,Latin America,Mexico,Software,Cloud Suite,Ana Gutierrez,SMB,Lead,2,1827.32,4776.38,2692.98,2083.4,7.8,3.3
2025-03-21,Q1 2025,Mar,Europe,Germany,Services,Implementation,James Clarke,Education,Qualified,178,603.02,75675.56,61888.91,13786.65,18.4,3.8
2025-03-21,Q1 2025,Mar,Asia Pacific,Japan,Services,Training,Liam Zhang,SMB,Qualified,150,171.25,27089.16,20157.84,6931.32,0.7,3.7
2025-03-21,Q1 2025,Mar,Europe,Germany,Software,Data Platform,James Clarke,Education,Closed Won,1,2318.88,1566.75,936.38,630.37,21.8,2.8
2025-03-21,Q1 2025,Mar,North America,USA,Hardware,Desktop Plus,Sarah Chen,SMB,Qualified,94,1974.04,247833.62,184232.94,63600.68,4.6,3.7
2025-03-22,Q1 2025,Mar,Europe,UK,Services,Support,Sophie Dupont,SMB,Negotiation,105,263.84,31038.44,22945.87,8092.57,1.2,3.9
2025-03-22,Q1 2025,Mar,North America,USA,Hardware,Desktop Plus,Mike Johnson,Government,Closed Won,6,1077.41,6674.01,5252.71,1421.3,16.2,3.9
2025-03-23,Q1 2025,Mar,Asia Pacific,Japan,Hardware,Server Rack,Liam Zhang,Government,Closed Won,35,3621.18,108083.21,82669.7,25413.51,19.7,3.8
2025-03-23,Q1 2025,Mar,North America,USA,Services,Training,Sarah Chen,SMB,Qualified,78,240.69,25521.13,19758.58,5762.55,2.9,3.7
2025-03-23,Q1 2025,Mar,North America,USA,Hardware,Desktop Plus,Sarah Chen,SMB,Closed Won,82,1927.45,206667.36,153588.59,53078.77,6.6,4.3
2025-03-23,Q1 2025,Mar,Asia Pacific,Australia,Subscriptions,Enterprise Plan,Liam Zhang,SMB,Lead,21,495.65,10136.51,6434.26,3702.25,8.3,3.1
2025-03-23,Q1 2025,Mar,North America,Canada,Hardware,Desktop Plus,Elena Rodriguez,Education,Proposal,78,972.68,61321.0,44332.97,16988.03,15.1,3.6
2025-03-24,Q1 2025,Mar,Asia Pacific,Australia,Subscriptions,Enterprise Plan,Yuki Tanaka,Government,Closed Won,414,555.42,303703.9,189123.28,114580.62,13.9,4.4
2025-03-24,Q1 2025,Mar,Europe,Germany,Services,Support,Hans Mueller,SMB,Negotiation,199,356.79,86404.5,61598.95,24805.55,6.1,3.8
2025-03-24,Q1 2025,Mar,Latin America,Colombia,Hardware,Desktop Plus,Pedro Morales,Enterprise,Qualified,24,1523.16,31608.92,23958.36,7650.56,14.6,3.0
2025-03-25,Q1 2025,Mar,Asia Pacific,Japan,Software,Data Platform,Raj Patel,SMB,Closed Lost,46,3350.96,179161.76,106616.89,72544.87,1.5,3.3
2025-03-25,Q1 2025,Mar,North America,USA,Software,Cloud Suite,Elena Rodriguez,Education,Negotiation,14,1893.76,21151.15,12275.12,8876.03,16.2,3.7
